20150302,545000
20150211,785000
20150107,765000
20141103,720000
20140603,449500
20150506,248500
20150305,675000
20140701,730000
20140807,311000
20141204,660000
20150227,435000
20140904,350000
20140902,385000
20150413,235000
20140930,350000
20150507,1350000
20140530,459900
20140723,430000
20141003,718000
20141215,220000
20150421,1500000
20141126,140000
20150115,200000
20140520,475000
20140813,179000
20150227,400000
20150217,348125
20140702,675000
20140722,1000000
20140722,447500
20141017,345000
20140801,275000
20150223,529941
20140807,685900
20141216,310000
20150408,299000
20140715,630000
20150303,883000
20140608,510000
20150320,448500
20141008,330000
20140919,358000
20150226,690000
20140714,1518630
20141117,627000
20141212,451000
20150505,453250
20141013,389000
20140926,360000
20140819,925000
20150120,524225
20141121,319000
20140627,500000
20150303,750000
20140811,415000
20140807,1445000
20140902,270000
20140717,350000
20140619,659500
20140805,245000
20150319,290000
20141211,430000
20140807,637000
20140708,362000
20140815,495000
20140916,585000
20140512,630000
20141210,550000
20140716,247200
20141030,404500
20140618,455000
20141021,527500
20141215,869950
20140825,535000
20150420,1065500
20150202,431000
20140604,365000
20150324,270000
20140521,712000
20140618,461000
20150414,468000
20140605,343000
20141223,312000
20140912,675000
20140625,400000
20140610,360000
20150314,399950
20140701,485000
20150327,830000
20140616,500000
20150424,1583000
20141017,800000
20141001,810000
20150128,358500
20150306,259875
20150326,334000
20150211,249500
20140918,722500
20140908,323000
20141107,660000
20141003,1599950
20140512,522000
20140903,710000
20140811,274000
20150316,319000
20150105,482500
20140923,734000
20140820,650000
20150502,760000
20150428,818000
20140609,425000
20140702,345000
20140918,460000
20141010,965000
20141027,400000
20141126,933000
20141222,411800
20150326,475000
20140528,630000
20150504,450000
20150422,675000
20150507,280000
20140913,950000
20141215,319990
20141006,207000
20141110,700000
20150505,253000
20140523,552000
20140924,721000
20140722,349000
20140725,665000
20140528,267000
20140911,552000
20150327,500000
20140730,384000
20150225,439950
20140504,628000
20140929,719000
20141119,528000
20141208,820000
20140605,324500
20140531,538888
20150304,606000
20140604,175000
20141121,194820
20150416,477500
20140702,123000
20141229,376000
20141022,970000
20140909,550000
20150409,680000
20141229,230000
20140925,194000
20141002,652000
20150413,475000
20150324,736000
20150130,325000
20140626,555000
20141104,546000
20141020,332544
20150310,641500
20150114,700000
20141118,333000
20150421,585888
20150422,305000
20141209,363000
20140710,342500
20150223,575000
20140718,750000
20140905,275000
20141003,325000
20140827,470000
20150327,680000
20140508,350000
20140905,210000
20141219,268500
20150413,875909
20140811,317500
20141028,760000
20150213,318000
20140828,1610000
20140522,243500
20150226,430000
20150409,862000
20141230,230000
20140807,313500
20150413,392500
20140617,402000
20150320,478000
20140729,1000000
20150216,510000
20140707,229500
20150407,347000
20150418,550000
20141029,595000
20140529,231000
20140603,1099500
20140627,275500
20140529,145000
20140924,154500
20140723,552500
20150323,249950
20140502,335000
20141119,215000
20141030,294000
20140617,1538000
20140626,446000
20140915,485000
20140521,218000
20141229,239900
20150429,1780000
20141103,930000
20140723,163500
20140519,690000
20140819,675000
20150106,405000
20140603,960000
20150327,449228
20150402,375000
20140617,253000
20140908,920000
20150317,632000
20140905,695000
20141016,590000
20150428,329500
20140619,352450
20140519,477000
20141124,210000
20150415,457000
20141215,1245000
20140805,452000
20140625,594000
20150206,750000
20140709,395000
20141021,1130000
20140522,482000
20140520,494000
20140725,419000
20141105,585000
20140610,480000
20140610,608000
20140527,455600
20140530,330000
20141223,383000
20140623,458500
20140507,226500
20140822,599000
20141121,637850
20150509,515000
20140723,224950
20150501,210000
20141212,760000
20150113,635000
20150507,290000
20140819,1750000
20141216,380000
20141219,239900
20150422,122000
20140903,2350000
20140528,220000
20140609,265000
20150126,229000
20140701,502000
20141008,399950
20141027,598555
20140805,175000
20140826,450000
20140612,342500
20150214,325000
20141120,920000
20140717,625504
20141113,725000
20140909,569950
20141202,446950
20150211,391000
20140630,439000
20150225,675000
20140805,1299890
20140723,768000
20140811,570000
20140625,152000
20141013,775000
20140813,372500
20140604,270000
20150113,855000
20140527,399000
20140805,457000
20150421,280000
20141126,750000
20140507,100000
20141027,840000
20141226,160134
20150406,235000
20140917,310000
20150402,639900
20140523,440000
20141013,842500
20150203,289000
20140807,412500
20141111,452000
20150205,535000
20150325,355000
20140829,380000
20141209,465000
20141208,405000
20141014,515000
20141106,343000
20140707,320000
20140626,210000
20140808,1776000
20141211,375000
20150217,199000
20140922,1200000
20141217,700500
20140509,275000
20140519,333000
20140723,548000
20150423,990000
20140915,499000
20141203,430000
20140912,490000
20141211,395000
20140613,171000
20140923,355000
20150331,434500
20140801,810000
20141216,471000
20150513,372000
20150425,530000
20150422,240000
20150402,910000
20150218,770000
20140911,335000
20141226,860000
20150421,287500
20140908,402000
20140811,205950
20141008,2230000
20150406,790000
20140717,265000
20141110,440000
20150505,890000
20140603,309000
20140506,390000
20140522,625000
20150123,200000
20150415,320000
20150122,372000
20140509,280000
20140512,330000
20140729,820000
20150507,342000
20140911,340000
20140702,580000
20140802,345000
20140506,606000
20150223,399000
20150318,529500
20141002,355000
20141230,235000
20150304,210000
20150114,335000
20150305,308000
20140828,250200
20140828,299500
20150323,525000
20140604,532000
20140515,525000
20140523,149000
20140610,1795000
20141007,519900
20140905,405000
20140825,349950
20140707,570000
20140929,555000
20141205,590000
20141125,560000
20140721,175000
20141221,1045000
20140613,265000
20150407,285000
20140902,515000
20141029,495000
20140516,565000
20140918,360000
20140527,685000
20150410,239950
20141009,2500000
20141119,290000
20150330,960000
20140718,304400
20150320,325000
20140515,300000
20150422,630000
20141118,565000
20150416,285000
20140811,495000
20141203,261000
20150331,320000
20140925,444500
20141028,230000
20140829,461100
20140701,332888
20140716,1225000
20140722,380000
20150413,426000
20140815,373000
20150505,455000
20150127,202000
20140918,540000
20150107,354000
20150304,410000
20141105,200000
20141010,700000
20140909,374950
20140707,665000
20141105,355000
20150323,345000
20150323,1298890
20140603,718000
20141112,245000
20140911,680000
20141022,408000
20150401,355000
20150506,240000
20140825,515000
20140926,570000
20141006,310000
20140618,739888
20141003,213000
20141014,649000
20140707,328000
20150123,429500
20140513,505000
20150115,729000
20140807,450000
20141118,475000
20141126,1610000
20140807,1225000
20141005,250800
20140811,511000
20140805,969000
20141120,315000
20140820,291375
20150423,398096
20140923,243500
20150218,470000
20140519,611000
20140926,880000
20150204,305000
20141024,525000
20140923,542000
20140623,3400000
20150410,375000
20150121,730000
20140611,762400
20140530,499431
20140926,565000
20140826,212000
20140522,324000
20140528,898000
20150123,410000
20150304,781000
20140709,530000
20140715,561600
20150128,375000
20141126,355000
20141110,521000
20150417,206000
20150309,298900
20140530,458000
20141231,449000
20140716,469000
20140516,725000
20141209,558000
20140730,1190000
20140716,325000
20140725,875000
20140729,267500
20150311,906000
20150312,360000
20140611,514000
20141023,234000
20150309,200000
20140911,299950
20140707,500000
20150427,1050000
20140908,285000
20140617,667500
20150413,242000
20140718,779380
20140617,837700
20140522,850000
20141106,215500
20140814,655000
20150311,556000
20150213,360500
20140716,460500
20140731,610000
20141031,427500
20140812,640000
20150312,399950
20140514,310000
20141015,216650
20150107,485000
20140618,536751
20150421,695000
20141112,395000
20150425,539000
20150326,455000
20140602,395000
20140806,555000
20150102,514500
20140610,285000
20141111,1125000
20140725,230000
20141117,272000
20140511,368000
20140626,354950
20140508,569000
20140624,400000
20140528,599000
20140612,900000
20140629,325000
20150109,319000
20140814,447000
20141124,950000
20140714,325000
20150422,372500
20140603,400000
20150302,370000
20140625,975000
20150122,465000
20150319,705000
20141231,1225000
20141113,545000
20141218,360000
20141104,952000
20141001,998500
20140708,326500
20140923,402000
20150408,215000
20141106,500000
20150421,575000
20140818,271675
20140509,360000
20140528,186950
20140723,302000
20150227,309000
20150325,219000
20150302,310000
20150122,577000
20140624,400000
20140625,150000
20140528,550000
20140828,995000
20150415,1940000
20140513,665000
20150327,535000
20141108,325000
20140714,600000
20141027,306500
20150402,402000
20141125,189950
20150407,250000
20150219,329999
20140530,659000
20140630,406500
20150128,275000
20150213,502500
20150429,162248
20150325,290500
20140707,558000
20150116,365000
20141002,429950
20150428,320000
20140529,295000
20141118,598850
20140808,723000
20141209,525000
20140701,328950
20140904,540000
20150310,495000
20150513,415000
20141008,1000000
20150212,695000
